Date,Open,High,Low,Close
2021/12/14,315,322.136658,310,319.503326
2021/12/15,317.736664,326.25,309.416656,325.329987
2021/12/16,331.5,331.660004,307.283325,308.973328
2021/12/17,304.92334,320.220001,303.013336,310.856659
2021/12/20,303.566681,307.230011,297.796661,299.980011
2021/12/21,305.623322,313.166656,295.373322,312.843323
2021/12/22,321.886658,338.553345,319.016663,336.290009
2021/12/23,335.600006,357.660004,332.519989,355.666656
2021/12/27,357.890015,372.333344,356.906677,364.646667
2021/12/28,369.829987,373,359.473328,362.823334
2021/12/29,366.213318,368,354.713318,362.063324
2021/12/30,353.776672,365.183319,351.049988,356.779999
2021/12/31,357.813324,360.666656,351.529999,352.26001
2022/1/3,382.583344,400.356659,378.679993,399.926666
2022/1/4,396.516663,402.666656,374.350006,383.196655
2022/1/5,382.216675,390.113342,360.33667,362.706665
2022/1/6,359,362.666656,340.166656,354.899994
2022/1/7,360.123322,360.309998,336.666656,342.320007
2022/1/10,333.333344,353.033325,326.666656,352.706665
2022/1/11,351.223328,358.616669,346.273346,354.799988
2022/1/12,359.616669,371.613342,357.529999,368.73999
2022/1/13,369.690002,371.866669,342.179993,343.853333
2022/1/14,339.959991,350.666656,337.793335,349.869995
2022/1/18,342.203339,356.929993,338.686676,343.503326
2022/1/19,347.236664,351.556671,331.666656,331.883331
2022/1/20,336.57666,347.220001,331.333344,332.089996
2022/1/21,332.113342,334.850006,313.5,314.633331
2022/1/24,301.58667,311.170013,283.823334,310
2022/1/25,304.733337,317.08667,301.070007,306.133331
2022/1/26,317.476654,329.230011,302,312.470001
2022/1/27,311.119995,311.796661,276.333344,276.366669
2022/1/28,277.186676,285.833344,264.003326,282.116669
2022/1/31,290.90332,312.66333,287.350006,312.23999
2022/2/1,311.736664,314.566681,301.666656,310.416656
2022/2/2,309.393341,310.5,296.470001,301.886658
2022/2/3,294,312.333344,293.506653,297.046661
2022/2/4,299.073334,312.166656,293.723328,307.773346
2022/2/7,307.929993,315.92334,300.90332,302.446655
2022/2/8,301.843323,308.763336,298.266663,307.333344
2022/2/9,311.666656,315.42334,306.666656,310.666656
2022/2/10,302.790009,314.603333,298.899994,301.516663
2022/2/11,303.209991,305.320007,283.566681,286.666656
2022/2/14,287.190002,299.626678,284.383331,291.920013
2022/2/15,300,307.666656,297.793335,307.476654
2022/2/16,304.683319,308.809998,300.40332,307.796661
2022/2/17,304.420013,306.166656,291.366669,292.116669
2022/2/18,295.333344,295.623322,279.203339,285.660004
2022/2/22,278.043335,285.57666,267.033325,273.843323
2022/2/23,276.809998,278.433319,253.520004,254.679993
2022/2/24,233.463333,267.493347,233.333328,266.92334
2022/2/25,269.743347,273.166656,260.799988,269.956665
2022/2/28,271.670013,292.286682,271.570007,290.143341
2022/3/1,289.893341,296.626678,284.593323,288.123322
2022/3/2,290.709991,295.493347,281.42334,293.296661
2022/3/3,292.92334,295.480011,277.533325,279.763336
2022/3/4,283.033325,285.216675,275.053345,279.429993
2022/3/7,285.433319,288.713318,268.190002,268.193329
2022/3/8,265.176666,283.329987,260.723328,274.799988
2022/3/9,279.82666,286.853333,277.33667,286.323334
2022/3/10,283.816681,284.816681,270.119995,279.433319
2022/3/11,280.066681,281.266663,264.589996,265.116669
2022/3/14,260.203339,266.899994,252.013336,255.456665
2022/3/15,258.42334,268.523346,252.190002,267.296661
2022/3/16,269.666656,280.666656,267.420013,280.07666
2022/3/17,276.996674,291.666656,275.23999,290.533325
2022/3/18,291.496674,302.616669,289.130005,301.796661
2022/3/21,304.993347,314.283325,302.363342,307.053345
2022/3/22,310,332.619995,307.25,331.32666
2022/3/23,326.646667,346.899994,325.466675,333.036682
2022/3/24,336.57666,341.496674,329.600006,337.973328
2022/3/25,336,340.600006,332.440002,336.880005
2022/3/28,355.033325,365.959991,351.200012,363.946655
2022/3/29,369.329987,371.589996,357.703339,366.523346
2022/3/30,363.723328,371.316681,361.333344,364.66333
2022/3/31,364.856659,367.713318,358.880005,359.200012
2022/4/1,360.383331,364.916656,355.546661,361.529999
2022/4/4,363.126678,383.303345,357.51001,381.816681
2022/4/5,378.766663,384.290009,362.433319,363.753326
2022/4/6,357.823334,359.666656,342.566681,348.58667
2022/4/7,350.796661,358.863342,340.513336,352.420013
2022/4/8,347.736664,349.480011,340.813324,341.829987
2022/4/11,326.799988,336.156677,324.880005,325.309998
2022/4/12,332.546661,340.396667,325.533325,328.983337
2022/4/13,327.026672,342.079987,324.366669,340.790009
2022/4/14,333.09668,337.570007,327.396667,328.333344
2022/4/18,329.676666,338.306671,324.470001,334.763336
2022/4/19,335.019989,344.980011,331.776672,342.716675
2022/4/20,343.333344,344.666656,325.083344,325.733337
2022/4/21,358.243347,364.073334,332.140015,336.26001
2022/4/22,338.303345,344.950012,331.333344,335.016663
2022/4/25,326.323334,336.206665,325.100006,332.67334
2022/4/26,331.809998,333.333344,291.666656,292.140015
2022/4/27,299.526672,306,292.453339,293.83667
2022/4/28,299.993347,300,273.899994,292.503326
2022/4/29,300.75,311.466675,290,290.253326
2022/5/2,286.92334,302.119995,282.676666,300.980011
2022/5/3,301.059998,308.026672,296.196655,303.083344
2022/5/4,301.313324,318.5,295.093323,317.540009
2022/5/5,313.006653,315.200012,285.899994,291.093323
2022/5/6,295.666656,296,281.036682,288.549988
2022/5/9,278.816681,281.876678,260.383331,262.369995
2022/5/10,273.103333,275.119995,258.083344,266.679993
2022/5/11,265,269.92334,242.399994,244.666672
2022/5/12,233.666672,253.220001,226.666672,242.666672
2022/5/13,257.82666,262.450012,250.523331,256.529999
2022/5/16,255.720001,256.58667,239.696671,241.456665
2022/5/17,249.119995,254.82666,242.949997,253.869995
2022/5/18,248.17334,253.5,233.603333,236.603333
2022/5/19,235.666672,244.666672,231.369995,236.473328
2022/5/20,237.996674,240.526672,211,221.300003
2022/5/23,218.339996,226.653336,212.686661,224.96666
2022/5/24,217.843338,217.973328,206.856674,209.386673
2022/5/25,207.949997,223.106674,207.669998,219.600006
2022/5/26,220.473328,239.556671,217.886673,235.910004
2022/5/27,241.083328,253.266663,240.176666,253.210007
2022/5/31,257.946655,259.600006,244.743332,252.753326
2022/6/1,251.720001,257.32666,243.639999,246.789993
2022/6/2,244.156662,264.209991,242.066666,258.333344
2022/6/3,243.226669,247.796661,233.416672,234.516663
2022/6/6,244.353333,244.866669,234.350006,238.279999
2022/6/7,234,239.996674,230.093338,238.886673
2022/6/8,240.08667,249.963333,239.176666,241.866669
2022/6/9,249.339996,255.546661,239.32666,239.706665
2022/6/10,235.156662,239.5,227.91333,232.229996
2022/6/13,223.166672,226.633331,214.683334,215.736664
2022/6/14,218.286667,226.330002,211.736664,220.889999
2022/6/15,220.916672,235.66333,218.149994,233
2022/6/16,222.736664,225.166672,208.693329,213.100006
2022/6/17,213.433334,220.970001,213.196671,216.759995
2022/6/21,224.603333,243.57666,224.333328,237.036667
2022/6/22,234.503326,246.833328,233.82666,236.08667
2022/6/23,237.906662,239.316666,228.636673,235.070007
2022/6/24,237.470001,246.066666,236.08667,245.706665
2022/6/27,249.366669,252.070007,242.566666,244.919998
2022/6/28,244.483337,249.970001,232.343338,232.66333
2022/6/29,230.5,231.17334,222.273331,228.490005
2022/6/30,224.509995,229.456665,218.863327,224.473328
2022/7/1,227,230.229996,222.119995,227.263336
2022/7/5,223,233.146667,216.166672,233.066666
2022/7/6,230.779999,234.563339,227.186661,231.733337
2022/7/7,233.919998,245.363327,232.210007,244.543335
2022/7/8,242.333328,254.979996,241.160004,250.763336
2022/7/11,252.103333,253.063339,233.626663,234.343338
2022/7/12,236.846664,239.773331,228.369995,233.070007
2022/7/13,225.5,242.059998,225.03334,237.039993
2022/7/14,234.896667,238.653336,229.333328,238.313339
2022/7/15,240,243.623337,236.889999,240.066666
2022/7/18,244.936661,250.516663,239.603333,240.546661
2022/7/19,245,247.139999,236.976669,245.529999
2022/7/20,246.78334,250.66333,243.483337,247.5
2022/7/21,255.106674,273.266663,254.866669,271.706665
2022/7/22,276.220001,280.786682,270.713318,272.243347
2022/7/25,272.216675,274.146667,267.399994,268.433319
2022/7/26,266.513336,267.309998,256.263336,258.859985
2022/7/27,263.809998,275.926666,261.790009,274.820007
2022/7/28,280.066681,283.299988,272.799988,280.899994
2022/7/29,280.700012,298.320007,279.100006,297.149994
2022/8/1,301.276672,311.876678,295,297.276672
2022/8/2,294.003326,307.833344,292.666656,300.58667
2022/8/3,305,309.549988,301.149994,307.396667
2022/8/4,311,313.606659,305,308.633331
2022/8/5,302.670013,304.606659,285.543335,288.170013
2022/8/8,295,305.200012,289.08667,290.42334
2022/8/9,290.293335,292.396667,279.353333,283.333344
2022/8/10,297.066681,297.51001,283.369995,294.356659
2022/8/11,296.513336,298.236664,285.833344,286.630005
2022/8/12,289.416656,300.160004,285.033325,300.029999
2022/8/15,301.786682,313.133331,301.230011,309.320007
2022/8/16,311.666656,314.666656,302.883331,306.563324
2022/8/17,303.396667,309.656677,300.033325,303.996674
2022/8/18,306,306.5,301.853333,302.869995
2022/8/19,299,300.359985,292.5,296.666656
2022/8/22,291.91333,292.399994,286.296661,289.91333
2022/8/23,291.453339,298.82666,287.92334,296.453339
2022/8/24,297.563324,303.646667,296.5,297.09668
2022/8/25,302.359985,302.959991,291.600006,296.070007
2022/8/26,297.429993,302,287.470001,288.089996
2022/8/29,282.829987,287.73999,280.700012,284.820007
2022/8/30,287.869995,288.480011,272.649994,277.700012
2022/8/31,280.619995,281.25,271.809998,275.609985
2022/9/1,272.579987,277.579987,266.149994,277.160004
2022/9/2,281.070007,282.350006,269.079987,270.209991
2022/9/6,272.679993,275.98999,265.73999,274.420013
2022/9/7,273.100006,283.839996,272.269989,283.700012
2022/9/8,281.299988,289.5,279.76001,289.26001
2022/9/9,291.670013,299.850006,291.25,299.679993
2022/9/12,300.720001,305.48999,300.399994,304.420013
2022/9/13,292.899994,297.399994,290.399994,292.130005
2022/9/14,292.23999,306,291.640015,302.609985
2022/9/15,301.829987,309.119995,300.720001,303.75
2022/9/16,299.609985,303.709991,295.600006,303.350006
2022/9/19,300.089996,309.839996,297.799988,309.070007
2022/9/20,306.910004,313.329987,305.579987,308.730011
2022/9/21,308.290009,313.799988,300.630005,300.799988
2022/9/22,299.859985,301.290009,285.820007,288.589996
2022/9/23,283.089996,284.5,272.820007,275.329987
2022/9/26,271.829987,284.089996,270.309998,276.01001
2022/9/27,283.839996,288.670013,277.51001,282.940002
2022/9/28,283.079987,289,277.570007,287.809998
2022/9/29,282.76001,283.649994,265.779999,268.209991
2022/9/30,266.149994,275.570007,262.470001,265.25
2022/10/3,254.5,255.160004,241.009995,242.399994
2022/10/4,250.520004,257.5,242.009995,249.440002
2022/10/5,245.009995,246.669998,233.270004,240.809998
2022/10/6,239.440002,244.580002,235.350006,238.130005
2022/10/7,233.940002,234.570007,222.020004,223.070007
2022/10/10,223.929993,226.990005,218.360001,222.960007
2022/10/11,220.949997,225.75,215,216.5
2022/10/12,215.330002,219.300003,211.509995,217.240005
2022/10/13,208.300003,222.990005,206.220001,221.720001
2022/10/14,224.009995,226.259995,204.160004,204.990005
2022/10/17,210.039993,221.860001,209.449997,219.350006
2022/10/18,229.5,229.820007,217.25,220.190002
2022/10/19,219.800003,222.929993,217.779999,222.039993
2022/10/20,208.279999,215.550003,202,207.279999
2022/10/21,206.419998,214.660004,203.800003,214.440002
2022/10/24,205.820007,213.5,198.589996,211.25
2022/10/25,210.100006,224.350006,210,222.419998
2022/10/26,219.399994,230.600006,218.199997,224.639999
2022/10/27,229.770004,233.809998,222.850006,225.089996
2022/10/28,225.399994,228.860001,216.350006,228.520004
2022/10/31,226.190002,229.850006,221.940002,227.539993
2022/11/1,234.050003,237.399994,227.279999,227.820007
2022/11/2,226.039993,227.869995,214.820007,214.979996
2022/11/3,211.360001,221.199997,210.139999,215.309998
2022/11/4,222.600006,223.800003,203.080002,207.470001
2022/11/7,208.649994,208.899994,196.660004,197.080002
2022/11/8,194.020004,195.199997,186.75,191.300003
2022/11/9,190.779999,195.889999,177.119995,177.589996
2022/11/10,189.899994,191,180.029999,190.720001
2022/11/11,186,196.520004,182.589996,195.970001
2022/11/14,192.770004,195.729996,186.339996,190.949997
2022/11/15,195.880005,200.820007,192.059998,194.419998
2022/11/16,191.509995,192.570007,185.660004,186.919998
2022/11/17,183.960007,186.160004,180.899994,183.169998
2022/11/18,185.050003,185.190002,176.550003,180.190002
2022/11/21,175.850006,176.770004,167.539993,167.869995
2022/11/22,168.630005,170.919998,166.190002,169.910004
2022/11/23,173.570007,183.619995,172.5,183.199997
2022/11/25,185.059998,185.199997,180.630005,182.860001
2022/11/28,179.960007,188.5,179,182.919998
2022/11/29,184.990005,186.380005,178.75,180.830002
2022/11/30,182.429993,194.759995,180.630005,194.699997
2022/12/1,197.080002,198.919998,191.800003,194.699997
2022/12/2,191.779999,196.25,191.110001,194.860001
2022/12/5,189.440002,191.270004,180.550003,182.449997
2022/12/6,181.220001,183.649994,175.330002,179.820007
2022/12/7,175.029999,179.380005,172.220001,174.039993
2022/12/8,172.199997,175.199997,169.059998,173.440002
2022/12/9,173.839996,182.5,173.360001,179.050003
2022/12/12,176.100006,177.369995,167.520004,167.820007
2022/12/13,174.869995,175.050003,156.910004,160.949997
2022/12/14,159.25,161.619995,155.309998,156.800003
